level,build_time,run_time,file_size
O0,0.593716699979268,27.324714999995194,176.998046875
O1,0.5815130999544635,1.8492772999452427,132.7666015625
O2,0.6017045999178663,1.9031905999872833,134.5537109375
O3,0.6313567999750376,1.0997323000337929,134.5224609375
Os,0.567174999974668,3.0105748999631032,133.8984375
