opt,lto,build_time,run_time,file_size
O2,noLTO,0.6049026000546291,1.9122566999867558,134.5537109375
O2,fullLTO,1.3127333000302315,1.773532300023362,135.0947265625
Oz,noLTO,0.5802414000499994,3.144692700006999,133.8984375
Oz,fullLTO,0.8333275000331923,2.9036394000286236,136.1259765625
